scorer,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000
bodyparts,leftear,leftear,leftear,rightear,rightear,rightear,paw,paw,paw,nose,nose,nose
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
124,308.6839545899451,752.828122512307,0.9816575050354004,423.3785467289463,709.7255398015714,0.9983312487602234,364.6359150347011,852.1022062860802,0.015388661064207554,327.94801435697906,747.4851226412949,0.020637284964323044
125,313.6429789209977,759.0731825937643,0.9918828010559082,434.4897851688102,714.1834690354627,0.9992619156837463,318.08829355327043,774.8623433361832,0.011075042188167572,339.60354849709057,769.9302400648529,0.023763027042150497
126,318.8999000062429,769.8724122658922,0.9935736060142517,447.43367204320566,714.6736459462546,0.999896764755249,358.7561751853159,827.0449091258115,0.010266905650496483,308.81375262112834,758.2963724717009,0.014093801379203796
127,305.53483524066644,778.3270488717703,0.992358386516571,456.0834894692675,720.8982328508646,0.9999395608901978,296.99793072746553,772.5839432631327,0.02615433931350708,297.47803805740244,779.6113435266506,0.031142398715019226
128,299.0764382171761,786.750059828107,0.9896270036697388,458.1579054094112,722.3370627778602,0.9999490976333618,336.79892326720244,830.382413656133,0.015199994668364525,322.4001261690554,775.2352487842846,0.03361019119620323
129,319.9822872908739,794.0761917685197,0.9883163571357727,471.35561891661047,728.9659889209412,0.9999442100524902,300.4523797419961,779.739114082684,0.023435095325112343,332.6789189281966,790.0557380222873,0.0687623992562294
130,318.9270815882022,803.9072277943899,0.9935781955718994,483.0525777442106,740.2348877131354,0.9999325275421143,331.0734947176194,825.1919779537086,0.012090357020497322,310.067292401368,802.1857635320794,0.05656348913908005
131,301.74627433057896,820.6714342180467,0.9797523021697998,486.9525284590228,748.8873274899976,0.9998188614845276,300.8928949987537,799.8038379528896,0.018913762643933296,296.87452304744863,815.5096111909075,0.07810940593481064
132,307.4486291817833,830.2184479667937,0.989094078540802,490.8583146921363,732.4642201288277,0.9995244741439819,326.1477785516828,834.9023010795299,0.008465676568448544,318.16263458107403,806.2375252320955,0.08543072640895844
133,338.2453778849739,818.2708680000393,0.9673576354980469,505.0431389899976,711.198137321596,0.9997836947441101,311.46411282261437,785.1511785675675,0.021138913929462433,340.56272307144036,796.7737376985639,0.0973493680357933
134,332.35771835776706,805.6870378877675,0.9840154647827148,513.209858975911,702.602070460878,0.9999741315841675,330.4302563604026,822.4225213979335,0.015828795731067657,333.640576552651,812.6297425301158,0.04286420717835426
135,314.7367456959202,809.6022153322992,0.9881248474121094,508.6080567671865,700.3730424648318,0.999836802482605,313.2943013704207,800.0182786846871,0.01769302785396576,323.8958278874508,800.4385848613954,0.04059941694140434
136,325.0213711231579,815.7107335941893,0.9837778806686401,501.18231416619244,692.3885249240725,0.9998471736907959,324.64400960540854,820.1735361302898,0.015367137268185616,336.2836268903211,805.5100124545535,0.1730026751756668
137,320.7306454855796,811.9358327558458,0.9856660962104797,493.72518919547974,692.2899694640442,0.9998618364334106,311.5928463709478,795.9906656458311,0.012257031165063381,343.929379630271,798.6972881448227,0.10676875710487366
138,315.6427938524605,805.5136906402587,0.9862822890281677,486.9147246906995,688.0997161358198,0.9999557733535767,316.95286347572267,810.4501272585236,0.011888929642736912,323.6625347403211,803.0042538125753,0.11183489114046097
139,300.539344489148,805.7782883196693,0.0,478.36455590866365,692.5357512114267,0.0,304.10247568945977,803.091283844088,0.0,305.24680862494364,803.78246315848,0.0
